	Root.full_L1	Shoot.full_L1	Flower.pre_L1	Flower.early_L1	Flower.mid_L1
gi|351601000|gb|JP455456.1|	33.5206928599606	118.241977580197	186.734073370868	127.271909195422	61.101940616192
gi|351628948|gb|JP481831.1|	4682.49402674829	604.919102692891	3372.33790377006	1344.0352479689	842.563602181174
gi|351617929|gb|JP472230.1|	6.93531576412978	62.5482924880751	155.744163322086	58.150096442736	114.700134139167
gi|351614554|gb|JP468855.1|	360.636419734749	350.44180311812	405.252669868693	240.280587187909	435.217331406561
gi|351607161|gb|JP461484.1|	23.1177192137659	5.14095554696508	3.97306539086954	5.4858581549751	17.1514219273521
gi|351596755|gb|JP451309.1|	3139.38626922942	5592.50280917351	4714.43939280579	4859.37315367694	3041.16150049363
gi|351610480|gb|JP464781.1|	483.160331567708	584.355280505031	606.289778646691	409.245018361142	489.887488799995
gi|351621818|gb|JP476119.1|	1188.25076758757	1249.25219791251	1172.84890338469	840.433469342185	562.781031991242
gi|351600428|gb|JP454896.1|	12.7147455675713	7.71143332044762	9.53535693808688	28.5264624058705	36.4467715956233
gi|351608783|gb|JP463087.1|	0	23.1342999613429	3.97306539086954	71.3161560146763	7.50374709321656
gi|351628350|gb|JP481233.1|	803.340742678367	1369.2078273417	1438.24967149477	1556.88654438193	695.704551928221
gi|351612273|gb|JP466574.1|	12.7147455675713	2460.80405514728	10155.1551390625	3438.53589153839	106.124423175491
gi|351618046|gb|JP472347.1|	2.31177192137659	63.4051184125693	38.9360408305214	44.9840368707958	19.2953496682712
gi|351602473|gb|JP456896.1|	0	6267.68163767492	1109.27985713077	562.849046700445	0
gi|351612426|gb|JP466727.1|	1649.4492659022	1346.93035330485	1279.32705585999	1300.1483827291	935.824458911151
gi|351616226|gb|JP470527.1|	285.503832290009	207.351873727592	188.323299527216	367.552496383332	257.271328910282
gi|351614981|gb|JP469282.1|	1036.8297067374	801.132239402058	909.831974509124	807.518320412334	1343.17072968576
gi|351621445|gb|JP475746.1|	312.08920938584	283.609381007574	282.882255829911	353.289265180396	346.244330158421
